Date,ReverseRepo,ReverseRepoRate
2017-01-18,130.118,0.5
2017-01-17,96.798,0.5
2017-01-13,88.201,0.5
2017-01-12,141.218,0.5
2017-01-11,158.82,0.5
2017-01-10,180.715,0.5
2017-01-09,191.97,0.5
2017-01-06,209.205,0.5
2017-01-05,233.43,0.5
2017-01-04,266.468,0.5
2017-01-03,287.236,0.5
2016-12-30,468.355,0.5
2016-12-29,346.472,0.5
2016-12-28,323.912,0.5
2016-12-27,294.061,0.5
2016-12-23,280.643,0.5
2016-12-22,312.338,0.5
2016-12-21,307.477,0.5
2016-12-20,277.354,0.5
2016-12-19,237.525,0.5
2016-12-16,213.706,0.5
2016-12-15,199.654,0.5
2016-12-14,169.563,0.25
2016-12-13,238.46,0.25
2016-12-12,189.33,0.25
2016-12-09,185.799,0.25
2016-12-08,186.313,0.25
2016-12-07,185.812,0.25
2016-12-06,185.55,0.25
2016-12-05,168.369,0.25
2016-12-02,167.881,0.25
2016-12-01,159.215,0.25
2016-11-30,208.524,0.25
2016-11-29,138.401,0.25
2016-11-28,146.903,0.25
2016-11-25,121.165,0.25
2016-11-23,119.371,0.25
2016-11-22,128.222,0.25
2016-11-21,135.387,0.25
2016-11-18,116.091,0.25
2016-11-17,92.397,0.25
2016-11-16,116.044,0.25
2016-11-15,102.247,0.25
2016-11-14,81.448,0.25
2016-11-10,99.936,0.25
2016-11-09,130.993,0.25
2016-11-08,127.33,0.25
2016-11-07,128.671,0.25
2016-11-04,136.483,0.25
2016-11-03,148.543,0.25
2016-11-02,176.232,0.25
2016-11-01,171.89,0.25
2016-10-31,214.798,0.25
2016-10-28,129.983,0.25
2016-10-27,135.113,0.25
2016-10-26,142.065,0.25
2016-10-25,132.403,0.25
2016-10-24,142.574,0.25
2016-10-21,181.285,0.25
2016-10-20,172.312,0.25
2016-10-19,191.81,0.25
2016-10-18,174.966,0.25
2016-10-17,124.407,0.25
2016-10-14,133.359,0.25
2016-10-13,180.971,0.25
2016-10-12,188.671,0.25
2016-10-11,201.546,0.25
2016-10-07,226.065,0.25
2016-10-06,237.619,0.25
2016-10-05,297.964,0.25
2016-10-04,306.041,0.25
2016-10-03,320.889,0.25
2016-09-30,412.523,0.25
2016-09-29,271.847,0.25
2016-09-28,272.277,0.25
2016-09-27,239.7,0.25
2016-09-26,200.068,0.25
2016-09-23,174.726,0.25
2016-09-22,194.053,0.25
2016-09-21,176.835,0.25
2016-09-20,156.685,0.25
2016-09-19,125.636,0.25
2016-09-16,100.761,0.25
2016-09-15,55.994,0.25
2016-09-14,64.485,0.25
2016-09-13,83.109,0.25
2016-09-12,86.056,0.25
2016-09-09,78.784,0.25
2016-09-08,60.729,0.25
2016-09-07,79.08,0.25
2016-09-06,92.733,0.25
2016-09-02,96.194,0.25
2016-09-01,90.607,0.25
2016-08-31,171.368,0.25
2016-08-30,101.422,0.25
2016-08-29,79.731,0.25
2016-08-26,76.532,0.25
2016-08-25,72.817,0.25
2016-08-24,95.35,0.25
2016-08-23,121.654,0.25
2016-08-22,116.124,0.25
2016-08-19,101.468,0.25
2016-08-18,95.089,0.25
2016-08-17,81.337,0.25
2016-08-16,76.397,0.25
2016-08-15,56.95,0.25
2016-08-12,37.278,0.25
2016-08-11,80.145,0.25
2016-08-10,80.174,0.25
2016-08-09,66.881,0.25
2016-08-08,60.625,0.25
2016-08-05,56.235,0.25
2016-08-04,50.263,0.25
2016-08-03,68.075,0.25
2016-08-02,80.535,0.25
2016-08-01,72.911,0.25
2016-07-29,110.518,0.25
2016-07-28,45.194,0.25
2016-07-27,67.687,0.25
2016-07-26,69.799,0.25
2016-07-25,49.132,0.25
2016-07-22,44.897,0.25
2016-07-21,70.517,0.25
2016-07-20,79.368,0.25
2016-07-19,82.273,0.25
2016-07-18,80.813,0.25
2016-07-15,41.162,0.25
2016-07-14,30.358,0.25
2016-07-13,48.357,0.25
2016-07-12,62.64,0.25
2016-07-11,61.876,0.25
2016-07-08,67.516,0.25
2016-07-07,76.407,0.25
2016-07-06,83.401,0.25
2016-07-05,111.242,0.25
2016-07-01,113.428,0.25
2016-06-30,278.809,0.25
2016-06-29,143.206,0.25
2016-06-28,129.102,0.25
2016-06-27,116.639,0.25
2016-06-24,87.498,0.25
2016-06-23,91.509,0.25
2016-06-22,90.386,0.25
2016-06-21,86.546,0.25
2016-06-20,67.757,0.25
2016-06-17,58.606,0.25
2016-06-16,35.1,0.25
2016-06-15,28.313,0.25
2016-06-14,34.936,0.25
2016-06-13,46.016,0.25
2016-06-10,40.5,0.25
2016-06-09,41.435,0.25
2016-06-08,41.445,0.25
2016-06-07,49.906,0.25
2016-06-06,53.352,0.25
2016-06-03,58.183,0.25
2016-06-02,62.973,0.25
2016-06-01,61.186,0.25
2016-05-31,102.627,0.25
2016-05-27,40.472,0.25
2016-05-26,58.671,0.25
2016-05-25,65.797,0.25
2016-05-24,57.676,0.25
2016-05-23,78.109,0.25
2016-05-20,60.342,0.25
2016-05-19,63.293,0.25
2016-05-18,63.92,0.25
2016-05-17,21.115,0.25
2016-05-16,20.123,0.25
2016-05-13,17.088,0.25
2016-05-12,34.843,0.25
2016-05-11,31.533,0.25
2016-05-10,31.035,0.25
2016-05-09,23.238,0.25
2016-05-06,28.294,0.25
2016-05-05,30.222,0.25
2016-05-04,35.592,0.25
2016-05-03,38.536,0.25
2016-05-02,38.947,0.25
2016-04-29,65.558,0.25
2016-04-28,25.526,0.25
2016-04-27,31.432,0.25
2016-04-26,29.563,0.25
2016-04-25,24.148,0.25
2016-04-22,19.084,0.25
2016-04-21,36.555,0.25
2016-04-20,31.971,0.25
2016-04-19,40.049,0.25
2016-04-18,38.607,0.25
2016-04-15,23.479,0.25
2016-04-14,18.241,0.25
2016-04-13,16.61,0.25
2016-04-12,18.711,0.25
2016-04-11,22.151,0.25
2016-04-08,21.618,0.25
2016-04-07,34.065,0.25
2016-04-06,27.455,0.25
2016-04-05,44.369,0.25
2016-04-04,65.692,0.25
2016-04-01,89.118,0.25
2016-03-31,303.849,0.25
2016-03-30,127.119,0.25
2016-03-29,104.77,0.25
2016-03-28,65.481,0.25
2016-03-23,70.075,0.25
2016-03-22,68.284,0.25
2016-03-21,55.751,0.25
2016-03-18,67.622,0.25
2016-03-17,34.869,0.25
2016-03-16,48.389,0.25
2016-03-15,38.299,0.25
2016-03-14,40.518,0.25
2016-03-11,39.73,0.25
2016-03-10,35.428,0.25
2016-03-09,47.346,0.25
2016-03-08,49.332,0.25
2016-03-07,53.724,0.25
2016-03-04,51.368,0.25
2016-03-03,50.384,0.25
2016-03-02,44.546,0.25
2016-03-01,38.763,0.25
2016-02-29,94.123,0.25
2016-02-26,56.919,0.25
2016-02-25,43.818,0.25
2016-02-24,41.065,0.25
2016-02-23,64.808,0.25
2016-02-22,54.405,0.25
2016-02-19,59.088,0.25
2016-02-18,71.581,0.25
2016-02-17,52.098,0.25
2016-02-16,34.728,0.25
2016-02-12,35.233,0.25
2016-02-11,44.482,0.25
2016-02-10,47.974,0.25
2016-02-09,44.123,0.25
2016-02-08,39.132,0.25
2016-02-05,50.888,0.25
2016-02-04,55.893,0.25
2016-02-03,62.461,0.25
2016-02-02,80.127,0.25
2016-02-01,76.79,0.25
2016-01-29,114.573,0.25
2016-01-28,63.251,0.25
2016-01-27,89.304,0.25
2016-01-26,83.819,0.25
2016-01-25,80.17,0.25
2016-01-22,60.316,0.25
2016-01-21,90.44,0.25
2016-01-20,106.627,0.25
2016-01-19,90.221,0.25
2016-01-15,90.534,0.25
2016-01-14,78.422,0.25
2016-01-13,84.416,0.25
2016-01-12,86.191,0.25
2016-01-11,97.39,0.25
2016-01-08,99.971,0.25
2016-01-07,116.843,0.25
2016-01-06,126.584,0.25
2016-01-05,169.615,0.25
2016-01-04,199.67,0.25
2015-12-31,474.591,0.25
2015-12-30,277.446,0.25
2015-12-29,222.513,0.25
2015-12-28,177.196,0.25
2015-12-24,161.879,0.25
2015-12-23,178.331,0.25
2015-12-22,185.35,0.25
2015-12-21,160.606,0.25
2015-12-18,143.223,0.25
2015-12-17,105.185,0.25
2015-12-16,102.004,0.05
2015-12-15,95.404,0.05
2015-12-14,86.38,0.05
2015-12-11,89.317,0.05
2015-12-10,86.714,0.05
2015-12-09,87.963,0.05
2015-12-08,75.817,0.05
2015-12-07,77.805,0.05
2015-12-04,69.292,0.05
2015-12-03,74.766,0.05
2015-12-02,84.184,0.05
2015-12-01,88.983,0.05
2015-11-30,139.594,0.05
2015-11-27,81.785,0.05
2015-11-25,100.152,0.05
2015-11-24,95.918,0.05
2015-11-23,147.598,0.05
2015-11-20,122.99,0.05
2015-11-19,120.822,0.05
2015-11-18,121.961,0.05
2015-11-17,86.157,0.05
2015-11-16,67.873,0.05
2015-11-13,60.117,0.05
2015-11-12,73.228,0.05
2015-11-10,83.13,0.05
2015-11-09,80.894,0.05
2015-11-06,70.435,0.05
2015-11-05,87.664,0.05
2015-11-04,107.406,0.05
2015-11-03,117.622,0.05
2015-11-02,132.234,0.05
2015-10-30,225.326,0.05
2015-10-29,172.839,0.05
2015-10-28,155.316,0.05
2015-10-27,150.968,0.05
2015-10-26,134.597,0.05
2015-10-23,125.635,0.05
2015-10-22,152.87,0.05
2015-10-21,151.082,0.05
2015-10-20,146.257,0.05
2015-10-19,136.36,0.05
2015-10-16,123.637,0.05
2015-10-15,100.247,0.05
2015-10-14,90.184,0.05
2015-10-13,105.728,0.05
2015-10-09,109.367,0.05
2015-10-08,121.144,0.05
2015-10-07,115.434,0.05
2015-10-06,130.247,0.05
2015-10-05,156.558,0.05
2015-10-02,173.162,0.05
2015-10-01,75.143,0.05
2015-09-30,199.614,0.05
2015-09-29,122.86,0.05
2015-09-28,101.855,0.05
2015-09-25,63.966,0.05
2015-09-24,45.671,0.05
2015-09-23,144.297,0.05
2015-09-22,139.476,0.05
2015-09-21,134.575,0.05
2015-09-18,131.757,0.05
2015-09-17,106.254,0.05
2015-09-16,82.181,0.05
2015-09-15,73.117,0.05
2015-09-14,72.809,0.05
2015-09-11,70.782,0.05
2015-09-10,66.083,0.05
2015-09-09,68.129,0.05
2015-09-08,66.694,0.05
2015-09-04,64.428,0.05
2015-09-03,67.183,0.05
2015-09-02,70.33,0.05
2015-09-01,84.778,0.05
2015-08-31,149.694,0.05
2015-08-28,73.547,0.05
2015-08-27,71.312,0.05
2015-08-26,68.719,0.05
2015-08-25,73.165,0.05
2015-08-24,73.813,0.05
2015-08-21,92.353,0.05
2015-08-20,93.262,0.05
2015-08-19,84.36,0.05
2015-08-18,88.144,0.05
2015-08-17,66.54,0.05
2015-08-14,64.557,0.05
2015-08-13,77.057,0.05
2015-08-12,64.411,0.05
2015-08-11,78.367,0.05
2015-08-10,81.806,0.05
2015-08-07,84.994,0.05
2015-08-06,93.508,0.05
2015-08-05,86.869,0.05
2015-08-04,88.841,0.05
2015-08-03,95.005,0.05
2015-07-31,131.978,0.05
2015-07-30,87.405,0.05
2015-07-29,86.429,0.05
2015-07-28,81.882,0.05
2015-07-27,85.122,0.05
2015-07-24,79.416,0.05
2015-07-23,112.052,0.05
2015-07-22,112.695,0.05
2015-07-21,110.141,0.05
2015-07-20,126.57,0.05
2015-07-17,116.519,0.05
2015-07-16,104.58,0.05
2015-07-15,103.217,0.05
2015-07-14,106.218,0.05
2015-07-13,115.323,0.05
2015-07-10,119.629,0.05
2015-07-09,129.671,0.05
2015-07-08,145.47,0.05
2015-07-07,159.651,0.05
2015-07-06,169.851,0.05
2015-07-02,176.063,0.05
2015-07-01,93.411,0.05
2015-06-30,192.602,0.05
2015-06-29,45.063,0.05
2015-06-26,86.539,0.05
2015-06-25,64.918,0.05
2015-06-24,136.642,0.05
2015-06-23,181.548,0.05
2015-06-22,171.906,0.05
2015-06-19,158.541,0.05
2015-06-18,151.135,0.05
2015-06-17,110.708,0.05
2015-06-16,113.979,0.05
2015-06-15,104.635,0.05
2015-06-12,81.745,0.05
2015-06-11,90.833,0.05
2015-06-10,80.453,0.05
2015-06-09,76.043,0.05
2015-06-08,83.323,0.05
2015-06-05,83.637,0.05
2015-06-04,96.429,0.05
2015-06-03,95.389,0.05
2015-06-02,105.031,0.05
2015-06-01,115.206,0.05
2015-05-29,160.201,0.05
2015-05-28,135.3,0.05
2015-05-27,128.828,0.05
2015-05-26,111.048,0.05
2015-05-22,105.844,0.05
2015-05-21,141.963,0.05
2015-05-20,154.345,0.05
2015-05-19,131.9,0.05
2015-05-18,135.397,0.05
2015-05-15,76.249,0.05
2015-05-14,61.513,0.05
2015-05-13,92.129,0.05
2015-05-12,81.378,0.05
2015-05-11,87.331,0.05
2015-05-08,91.484,0.05
2015-05-07,94.505,0.05
2015-05-06,84.722,0.05
2015-05-05,93.162,0.05
2015-05-04,92.311,0.05
2015-05-01,86.212,0.05
2015-04-30,130.464,0.05
2015-04-29,92.224,0.05
2015-04-28,87.169,0.05
2015-04-27,82.79,0.05
2015-04-24,73.512,0.05
2015-04-23,113.993,0.05
2015-04-22,114.148,0.05
2015-04-21,114.8,0.05
2015-04-20,111.416,0.05
2015-04-17,103.383,0.05
2015-04-16,78.293,0.05
2015-04-15,69.829,0.05
2015-04-14,75.874,0.05
2015-04-13,89.878,0.05
2015-04-10,90.933,0.05
2015-04-09,87.069,0.05
2015-04-08,96.443,0.05
2015-04-07,125.88,0.05
2015-04-06,119.369,0.05
2015-04-01,31.623,0.05
2015-03-31,202.235,0.05
2015-03-30,29.522,0.05
2015-03-27,69.638,0.05
2015-03-26,80.866,0.05
2015-03-25,65.389,0.05
2015-03-24,60.115,0.05
2015-03-23,99.572,0.05
2015-03-20,91.207,0.05
2015-03-19,83.108,0.05
2015-03-18,151.424,0.05
2015-03-17,106.3,0.05
2015-03-16,112.056,0.05
2015-03-13,98.042,0.05
2015-03-12,132.708,0.05
2015-03-11,84.389,0.05
2015-03-10,84.535,0.05
2015-03-09,85.648,0.05
2015-03-06,80.862,0.05
2015-03-05,73.924,0.05
2015-03-04,95.1,0.05
2015-03-03,110.872,0.05
2015-03-02,118.208,0.05
2015-02-27,155.001,0.05
2015-02-26,130.583,0.05
2015-02-25,149.75,0.05
2015-02-24,124.802,0.05
2015-02-23,152.311,0.05
2015-02-20,157.518,0.05
2015-02-19,133.105,0.05
2015-02-18,157.273,0.05
2015-02-17,111.325,0.05
2015-02-13,92.532,0.05
2015-02-12,113.479,0.05
2015-02-11,126.752,0.05
2015-02-10,122.277,0.05
2015-02-09,118.986,0.05
2015-02-06,121.983,0.05
2015-02-05,124.667,0.05
2015-02-04,145.65,0.05
2015-02-03,142.006,0.05
2015-02-02,132.913,0.05
2015-01-30,190.842,0.05
2015-01-29,148.784,0.05
2015-01-28,163.553,0.05
2015-01-27,136.677,0.05
2015-01-26,132.698,0.05
2015-01-23,129.836,0.05
2015-01-22,168.182,0.05
2015-01-21,167.769,0.05
2015-01-20,147.499,0.05
2015-01-16,135.836,0.05
2015-01-15,96.517,0.05
2015-01-14,95.4,0.05
2015-01-13,107.316,0.05
2015-01-12,118.125,0.05
2015-01-09,116.195,0.05
2015-01-08,124.293,0.05
2015-01-07,143.749,0.05
2015-01-06,149.885,0.05
2015-01-05,164.177,0.05
2015-01-02,42.186,0.05
2014-12-31,171.12,0.05
2014-12-30,39.621,0.05
2014-12-29,29.172,0.05
2014-12-26,41.492,0.05
2014-12-24,53.237,0.05
2014-12-23,55.574,0.05
2014-12-22,59.159,0.05
2014-12-19,66.423,0.05
2014-12-18,59.473,0.05
2014-12-17,31.783,0.05
2014-12-16,40.717,0.05
2014-12-15,34.587,0.05
2014-12-12,86.425,0.1
2014-12-11,99.829,0.1
2014-12-10,105.322,0.1
2014-12-09,94.442,0.1
2014-12-08,104.199,0.1
2014-12-05,145.545,0.1
2014-12-04,142.641,0.1
2014-12-03,166.328,0.1
2014-12-02,153.531,0.1
2014-12-01,154.58,0.1
2014-11-28,173.91,0.07
2014-11-26,148.284,0.07
2014-11-25,146.679,0.07
2014-11-24,133.559,0.07
2014-11-21,162.469,0.07
2014-11-20,163.034,0.07
2014-11-19,167.377,0.07
2014-11-18,158.321,0.07
2014-11-17,115.555,0.07
2014-11-14,99.376,0.03
2014-11-13,110.881,0.03
2014-11-12,111.681,0.03
2014-11-10,100.452,0.03
2014-11-07,106.216,0.03
2014-11-06,110.247,0.03
2014-11-05,122.9,0.03
2014-11-04,124.919,0.03
2014-11-03,122.566,0.03
2014-10-31,186.282,0.05
2014-10-30,142.244,0.05
2014-10-29,134.69,0.05
2014-10-28,118.038,0.05
2014-10-27,116.857,0.05
2014-10-24,103.501,0.05
2014-10-23,137.137,0.05
2014-10-22,135.424,0.05
2014-10-21,124.658,0.05
2014-10-20,137.408,0.05
2014-10-17,122.148,0.05
2014-10-16,115.559,0.05
2014-10-15,121.915,0.05
2014-10-14,151.111,0.05
2014-10-10,161.647,0.05
2014-10-09,167.77,0.05
2014-10-08,182.531,0.05
2014-10-07,184.514,0.05
2014-10-06,185.508,0.05
2014-10-03,184.682,0.05
2014-10-02,179.039,0.05
2014-10-01,212.481,0.05
2014-09-30,300,0
2014-09-29,194.566,0.05
2014-09-26,172.96,0.05
2014-09-25,158.09,0.05
2014-09-24,162.317,0.05
2014-09-23,174.426,0.05
2014-09-22,178.327,0.05
2014-09-19,169.519,0.05
2014-09-18,168.148,0.05
2014-09-17,156.936,0.05
2014-09-16,147.752,0.05
2014-09-15,135.916,0.05
2014-09-12,148.338,0.05
2014-09-11,167.4,0.05
2014-09-10,160.299,0.05
2014-09-09,168.607,0.05
2014-09-08,180.493,0.05
2014-09-05,160.186,0.05
2014-09-04,160.534,0.05
2014-09-03,151.016,0.05
2014-09-02,143.468,0.05
2014-08-29,172.59,0.05
2014-08-28,157.845,0.05
2014-08-27,179.845,0.05
2014-08-26,156.973,0.05
2014-08-25,152.159,0.05
2014-08-22,130.543,0.05
2014-08-21,145.418,0.05
2014-08-20,150.444,0.05
2014-08-19,143.128,0.05
2014-08-18,135.842,0.05
2014-08-15,116.783,0.05
2014-08-14,121.978,0.05
2014-08-13,135.622,0.05
2014-08-12,130.713,0.05
2014-08-11,128.408,0.05
2014-08-08,127.846,0.05
2014-08-07,128.981,0.05
2014-08-06,123.782,0.05
2014-08-05,118.152,0.05
2014-08-04,114.198,0.05
2014-08-01,101.035,0.05
2014-07-31,156.374,0.05
2014-07-30,115.757,0.05
2014-07-29,118.021,0.05
2014-07-28,103.848,0.05
2014-07-25,90.379,0.05
2014-07-24,87.923,0.05
2014-07-23,136.74,0.05
2014-07-22,127.244,0.05
2014-07-21,113.836,0.05
2014-07-18,113.503,0.05
2014-07-17,94.361,0.05
2014-07-16,105.841,0.05
2014-07-15,96.922,0.05
2014-07-14,108.675,0.05
2014-07-11,113.623,0.05
2014-07-10,125.926,0.05
2014-07-09,144.921,0.05
2014-07-08,136.387,0.05
2014-07-07,143.02,0.05
2014-07-03,136.039,0.05
2014-07-02,148.492,0.05
2014-07-01,150.572,0.05
2014-06-30,339.481,0.05
2014-06-27,140.898,0.05
2014-06-26,137.105,0.05
2014-06-25,119.673,0.05
2014-06-24,107.244,0.05
2014-06-23,120.333,0.05
2014-06-20,109.656,0.05
2014-06-19,95.938,0.05
2014-06-18,88.388,0.05
2014-06-17,53.362,0.05
2014-06-16,53.376,0.05
2014-06-13,67.629,0.05
2014-06-12,104.237,0.05
2014-06-11,110.875,0.05
2014-06-10,106.527,0.05
2014-06-09,105.036,0.05
2014-06-06,101.903,0.05
2014-06-05,103.755,0.05
2014-06-04,127.401,0.05
2014-06-03,130.952,0.05
2014-06-02,129.721,0.05
2014-05-30,164.726,0.05
2014-05-29,155.686,0.05
2014-05-28,171.269,0.05
2014-05-27,185.923,0.05
2014-05-23,182.124,0.05
2014-05-22,209.095,0.05
2014-05-21,220.722,0.05
2014-05-20,212.512,0.05
2014-05-19,201.974,0.05
2014-05-16,203.54,0.05
2014-05-15,192.416,0.05
2014-05-14,183.187,0.05
2014-05-13,204.839,0.05
2014-05-12,188.963,0.05
2014-05-09,186.455,0.05
2014-05-08,192.03,0.05
2014-05-07,193.706,0.05
2014-05-06,198.721,0.05
2014-05-05,199.895,0.05
2014-05-02,185.246,0.05
2014-05-01,175.868,0.05
2014-04-30,208.222,0.05
2014-04-29,183.327,0.05
2014-04-28,180.822,0.05
2014-04-25,166.168,0.05
2014-04-24,153.847,0.05
2014-04-23,147.951,0.05
2014-04-22,159.202,0.05
2014-04-21,129.837,0.05
2014-04-16,71.744,0.05
2014-04-15,64.907,0.05
2014-04-14,75.823,0.05
2014-04-11,80.874,0.05
2014-04-10,93.958,0.05
2014-04-09,89.023,0.05
2014-04-08,94.435,0.05
2014-04-07,94.739,0.05
2014-04-04,95.244,0.05
2014-04-03,96.38,0.05
2014-04-02,106.045,0.05
2014-04-01,113.017,0.05
2014-03-31,242.069,0.05
2014-03-28,128.162,0.05
2014-03-27,112.832,0.05
2014-03-26,101.944,0.05
2014-03-25,94.432,0.05
2014-03-24,79.629,0.05
2014-03-21,96.847,0.05
2014-03-20,80.564,0.05
2014-03-19,76.145,0.05
2014-03-18,78.606,0.05
2014-03-17,48.592,0.05
2014-03-14,54.253,0.05
2014-03-13,70.357,0.05
2014-03-12,66.2,0.05
2014-03-11,72.275,0.05
2014-03-10,71.89,0.05
2014-03-07,57.908,0.05
2014-03-06,55.489,0.05
2014-03-05,76.183,0.05
2014-03-04,66.129,0.05
2014-03-03,80.225,0.05
2014-02-28,114.479,0.05
2014-02-27,120.886,0.05
2014-02-26,130.111,0.05
2014-02-25,103.735,0.04
2014-02-24,96.142,0.04
2014-02-21,104.045,0.04
2014-02-20,84.254,0.04
2014-02-19,83.299,0.04
2014-02-18,70.834,0.04
2014-02-14,87.715,0.03
2014-02-13,101.186,0.03
2014-02-12,94.026,0.03
2014-02-11,98.871,0.03
2014-02-10,112.214,0.03
2014-02-07,101.109,0.03
2014-02-06,101.917,0.03
2014-02-05,100.382,0.03
2014-02-04,105.798,0.03
2014-02-03,69.923,0.03
2014-01-31,102.139,0.03
2014-01-30,98.32,0.03
2014-01-29,94.276,0.03
2014-01-28,94.53,0.03
2014-01-27,85.68,0.03
2014-01-24,72.495,0.03
2014-01-23,84.917,0.03
2014-01-22,93.711,0.03
2014-01-21,82.42,0.03
2014-01-17,73.016,0.03
2014-01-16,67.829,0.03
2014-01-15,46.752,0.03
2014-01-14,54.16,0.03
2014-01-13,60.47,0.03
2014-01-10,49.565,0.03
2014-01-09,51.2,0.03
2014-01-08,43.545,0.03
2014-01-07,60.261,0.03
2014-01-06,77.265,0.03
2014-01-03,56.682,0.03
2014-01-02,83.725,0.03
2013-12-31,197.755,0.03
2013-12-30,102.573,0.03
2013-12-27,94.995,0.03
2013-12-26,46.97,0.03
2013-12-24,42.245,0.03
2013-12-23,28.761,0.03
2013-12-20,26.525,0.05
2013-12-19,15.391,0.05
2013-12-18,11.105,0.05
2013-12-17,14.07,0.05
2013-12-16,6.146,0.05
2013-12-13,17.515,0.05
2013-12-12,26.12,0.05
2013-12-11,34.461,0.05
2013-12-10,14.22,0.05
2013-12-09,10.845,0.05
2013-12-06,7.42,0.05
2013-12-05,5.696,0.05
2013-12-04,11.095,0.05
2013-12-03,7.12,0.05
2013-12-02,8.02,0.05
2013-11-29,22.018,0.05
2013-11-27,5.721,0.05
2013-11-26,3.95,0.05
2013-11-25,3.37,0.05
2013-11-22,3.345,0.05
2013-11-21,5.571,0.05
2013-11-20,6.121,0.05
2013-11-19,5.07,0.05
2013-11-18,2.32,0.04
2013-11-15,0.345,0.04
2013-11-14,1.341,0.04
2013-11-13,3.97,0.04
2013-11-12,4.4,0.04
2013-11-08,1.48,0.03
2013-11-07,1.075,0.03
2013-11-06,6.715,0.03
2013-11-05,2.425,0.03
2013-11-04,4.088,0.03
2013-11-01,4.65,0.02
2013-10-31,13.89,0.02
2013-10-30,5.456,0.02
2013-10-29,1.872,0.02
2013-10-28,2.148,0.02
2013-10-25,3.283,0.02
2013-10-24,4.949,0.02
2013-10-23,15.74,0.02
2013-10-22,8.37,0.02
2013-10-21,4.876,0.02
2013-10-18,4.221,0.01
2013-10-17,3.122,0.01
2013-10-16,2.97,0.01
2013-10-15,2.096,0.01
2013-10-11,1.421,0.01
2013-10-10,1.997,0.01
2013-10-09,0.425,0.01
2013-10-08,0.725,0.01
2013-10-07,0.755,0.01
2013-10-04,1.381,0.01
2013-10-03,2.256,0.01
2013-10-02,2.702,0.01
2013-10-01,4.507,0.01
2013-09-30,58.157,0.01
2013-09-27,16.622,0.01
2013-09-26,9.403,0.01
2013-09-25,6.244,0.01
2013-09-24,12.711,0.01
2013-09-23,11.809,0.01
2013-08-20,5,
2013-08-19,5,
2013-08-14,1.21,
2013-08-13,2.32,
2013-08-07,2.26,
2013-04-04,1.19,
2013-04-02,0.12,
2012-11-29,1.18,
2012-09-06,0.06,
2012-03-06,0.99,
2012-02-29,0.1,
2011-08-17,0.624,
2011-08-15,0.02,
2011-06-14,0.749,
2011-06-08,0.28,
2011-03-29,0.77,
2011-03-24,0.31,
2010-08-11,0.18,
2009-12-10,0.225,
2009-12-09,0.225,
2009-12-03,0.18,
2008-12-16,25,
2008-12-15,25,
2008-12-12,25,
2008-12-11,25,
2008-12-10,25,
2008-12-09,25,
2008-12-08,25,
2008-12-05,25,
2008-12-04,25,
2008-12-03,25,
2008-12-02,25,
2008-12-01,25,
2008-11-28,25,
2008-11-26,25,
2008-11-25,25,
2008-11-24,25,
2008-11-21,25,
2008-11-20,25,
2008-11-19,25,
2008-11-18,20,
2008-11-17,25,
2008-11-14,25,
2008-11-13,25,
2008-11-12,25,
2008-11-10,15,
2008-11-07,25,
2008-11-06,25,
2008-11-05,25,
2008-11-04,25,
2008-11-03,25,
2008-10-31,25,
2008-10-30,25,
2008-10-29,25,
2008-10-28,25,
2008-10-27,25,
2008-10-24,25,
2008-10-23,25,
2008-10-22,25,
2008-10-21,25,
2008-10-20,25,
2008-10-17,25,
2008-10-16,25,
2008-10-15,25,
2008-10-14,25,
2008-10-06,25,
2008-10-03,25,
2008-10-02,25,
2008-10-01,20,
2008-09-26,6,
2008-09-26,20,
2008-09-25,2,
2008-09-25,20,
2008-09-24,25,
2008-04-02,3.75,
2008-03-31,5,
2008-03-28,6,
2008-03-19,7.25,
2007-05-10,1.5,
2007-05-02,5.75,
2007-04-27,6.5,
2007-04-26,5.25,
