Date,1Mo,3Mo,1Yr,2Yr,5Yr,10Yr,20Yr,30Yr
08/20/2010,0.15,0.15,0.26,0.49,1.47,2.62,3.38,3.67
08/19/2010,0.16,0.16,0.25,0.49,1.41,2.58,3.37,3.66
08/18/2010,0.16,0.16,0.25,0.51,1.46,2.64,3.44,3.73
08/17/2010,0.16,0.17,0.26,0.52,1.44,2.64,3.47,3.77
08/16/2010,0.15,0.16,0.25,0.51,1.40,2.58,3.42,3.72
08/13/2010,0.14,0.15,0.26,0.54,1.47,2.68,3.56,3.87
08/12/2010,0.15,0.16,0.25,0.55,1.48,2.74,3.63,3.94
08/11/2010,0.15,0.15,0.25,0.54,1.44,2.72,3.62,3.93
08/10/2010,0.15,0.15,0.25,0.52,1.46,2.79,3.70,4.00
08/09/2010,0.14,0.15,0.26,0.54,1.54,2.86,3.73,4.01
08/06/2010,0.14,0.15,0.25,0.50,1.51,2.86,3.71,4.00
08/05/2010,0.15,0.15,0.27,0.53,1.57,2.94,3.78,4.05
08/04/2010,0.15,0.16,0.28,0.56,1.62,2.98,3.81,4.07
08/03/2010,0.15,0.16,0.27,0.53,1.55,2.94,3.78,4.04
08/02/2010,0.14,0.16,0.28,0.56,1.64,2.99,3.82,4.06
07/30/2010,0.14,0.15,0.29,0.55,1.60,2.94,3.74,3.98
07/29/2010,0.15,0.15,0.30,0.59,1.70,3.03,3.86,4.08
07/28/2010,0.15,0.15,0.30,0.61,1.75,3.03,3.86,4.07
07/27/2010,0.16,0.15,0.30,0.65,1.82,3.08,3.88,4.08
07/26/2010,0.15,0.16,0.29,0.62,1.76,3.03,3.82,4.03
07/23/2010,0.15,0.16,0.27,0.60,1.75,3.02,3.81,4.01
07/22/2010,0.15,0.16,0.27,0.60,1.69,2.96,3.75,3.95
07/21/2010,0.16,0.16,0.27,0.58,1.66,2.90,3.68,3.89
07/20/2010,0.16,0.16,0.27,0.61,1.71,2.98,3.78,3.99
07/19/2010,0.15,0.17,0.28,0.61,1.73,2.99,3.78,3.99
07/16/2010,0.14,0.15,0.28,0.61,1.70,2.96,3.74,3.95
07/15/2010,0.16,0.15,0.27,0.61,1.76,3.00,3.77,3.97
07/14/2010,0.16,0.15,0.27,0.62,1.82,3.07,3.84,4.03
07/13/2010,0.16,0.15,0.30,0.67,1.90,3.15,3.92,4.10
07/12/2010,0.16,0.16,0.30,0.65,1.85,3.08,3.86,4.05
07/09/2010,0.16,0.16,0.30,0.63,1.85,3.07,3.85,4.04
07/08/2010,0.17,0.15,0.30,0.63,1.80,3.04,3.81,4.00
07/07/2010,0.17,0.16,0.31,0.63,1.79,3.00,3.78,3.96
07/06/2010,0.17,0.17,0.32,0.62,1.76,2.95,3.71,3.89
07/02/2010,0.16,0.17,0.31,0.63,1.82,3.00,3.77,3.94
07/01/2010,0.16,0.17,0.32,0.63,1.80,2.96,3.71,3.88
06/30/2010,0.17,0.18,0.32,0.61,1.79,2.97,3.74,3.91
06/29/2010,0.09,0.15,0.31,0.61,1.78,2.97,3.76,3.94
06/28/2010,0.07,0.17,0.30,0.62,1.83,3.05,3.82,4.01
06/25/2010,0.05,0.13,0.29,0.65,1.90,3.12,3.89,4.07
06/24/2010,0.07,0.13,0.29,0.67,1.93,3.14,3.91,4.09
06/23/2010,0.07,0.13,0.30,0.66,1.93,3.13,3.87,4.05
06/22/2010,0.08,0.13,0.29,0.71,1.98,3.18,3.92,4.10
06/21/2010,0.05,0.12,0.29,0.74,2.05,3.26,3.99,4.17
06/18/2010,0.04,0.11,0.30,0.74,2.04,3.24,3.97,4.15
06/17/2010,0.05,0.09,0.28,0.72,2.01,3.21,3.95,4.13
06/16/2010,0.06,0.10,0.30,0.75,2.06,3.27,4.00,4.18
06/15/2010,0.03,0.09,0.31,0.79,2.10,3.32,4.06,4.23
06/14/2010,0.02,0.07,0.31,0.77,2.07,3.28,4.02,4.20
06/11/2010,0.04,0.08,0.30,0.75,2.03,3.24,3.97,4.15
06/10/2010,0.06,0.10,0.34,0.79,2.12,3.33,4.06,4.25
06/09/2010,0.08,0.10,0.33,0.74,1.99,3.20,3.94,4.12
06/08/2010,0.10,0.12,0.34,0.74,1.98,3.18,3.92,4.10
06/07/2010,0.10,0.12,0.35,0.74,1.95,3.17,3.93,4.11
06/04/2010,0.12,0.14,0.34,0.72,1.98,3.20,3.95,4.13
06/03/2010,0.13,0.14,0.38,0.82,2.17,3.39,4.12,4.29
06/02/2010,0.13,0.16,0.38,0.82,2.14,3.35,4.08,4.24
06/01/2010,0.14,0.16,0.35,0.78,2.09,3.29,4.03,4.19
05/28/2010,0.15,0.16,0.34,0.76,2.10,3.31,4.05,4.22
05/27/2010,0.16,0.17,0.37,0.87,2.18,3.34,4.08,4.24
05/26/2010,0.16,0.17,0.37,0.82,2.06,3.21,3.94,4.11
05/25/2010,0.16,0.17,0.36,0.81,2.01,3.18,3.91,4.07
05/24/2010,0.16,0.17,0.35,0.77,2.04,3.23,3.96,4.12
05/21/2010,0.17,0.17,0.35,0.76,2.02,3.20,3.91,4.07
05/20/2010,0.17,0.17,0.34,0.76,2.04,3.25,3.96,4.13
05/19/2010,0.17,0.17,0.35,0.80,2.13,3.36,4.07,4.24
05/18/2010,0.17,0.17,0.35,0.76,2.11,3.38,4.08,4.26
05/17/2010,0.16,0.16,0.36,0.81,2.20,3.47,4.17,4.35
05/14/2010,0.15,0.16,0.34,0.79,2.16,3.44,4.13,4.32
05/13/2010,0.15,0.16,0.40,0.87,2.27,3.55,4.26,4.47
05/12/2010,0.16,0.16,0.40,0.89,2.29,3.56,4.29,4.47
05/11/2010,0.15,0.16,0.38,0.85,2.26,3.56,4.24,4.42
05/10/2010,0.13,0.16,0.39,0.87,2.27,3.57,4.23,4.41
05/07/2010,0.08,0.13,0.38,0.83,2.17,3.45,4.11,4.28
05/06/2010,0.06,0.11,0.34,0.75,2.13,3.41,4.03,4.19
05/05/2010,0.14,0.15,0.39,0.88,2.31,3.58,4.23,4.39
05/04/2010,0.15,0.16,0.43,0.96,2.38,3.63,4.27,4.43
05/03/2010,0.14,0.17,0.43,1.00,2.47,3.72,4.37,4.53
04/30/2010,0.14,0.16,0.41,0.97,2.43,3.69,4.36,4.53
04/29/2010,0.15,0.17,0.42,1.01,2.49,3.76,4.42,4.60
04/28/2010,0.14,0.16,0.43,1.03,2.53,3.80,4.47,4.63
04/27/2010,0.14,0.16,0.42,1.03,2.46,3.71,4.40,4.56
04/26/2010,0.14,0.16,0.47,1.09,2.60,3.83,4.50,4.67
04/23/2010,0.14,0.16,0.46,1.10,2.61,3.84,4.51,4.67
04/22/2010,0.15,0.16,0.45,1.07,2.57,3.80,4.48,4.65
04/21/2010,0.14,0.15,0.44,1.03,2.52,3.77,4.45,4.61
04/20/2010,0.14,0.16,0.42,1.05,2.56,3.82,4.51,4.67
04/19/2010,0.15,0.16,0.43,1.01,2.54,3.83,4.54,4.70
04/16/2010,0.15,0.16,0.41,0.98,2.49,3.79,4.50,4.67
04/15/2010,0.16,0.16,0.43,1.04,2.57,3.86,4.56,4.72
04/14/2010,0.15,0.16,0.45,1.07,2.61,3.88,4.57,4.72
04/13/2010,0.15,0.16,0.45,1.07,2.58,3.84,4.52,4.68
04/12/2010,0.15,0.16,0.46,1.07,2.60,3.87,4.54,4.70
04/09/2010,0.16,0.16,0.46,1.08,2.65,3.90,4.58,4.74
04/08/2010,0.16,0.17,0.46,1.09,2.64,3.91,4.60,4.75
04/07/2010,0.16,0.17,0.47,1.06,2.62,3.89,4.58,4.74
04/06/2010,0.17,0.17,0.49,1.14,2.71,3.98,4.68,4.84
04/05/2010,0.16,0.18,0.48,1.18,2.75,4.01,4.69,4.85
04/02/2010,0.15,0.16,0.46,1.11,2.67,3.96,4.65,4.81
04/01/2010,0.16,0.16,0.42,1.05,2.59,3.89,4.58,4.74
03/31/2010,0.15,0.16,0.41,1.02,2.55,3.84,4.55,4.72
03/30/2010,0.13,0.16,0.44,1.06,2.60,3.88,4.59,4.75
03/29/2010,0.11,0.15,0.42,1.04,2.60,3.88,4.61,4.76
03/26/2010,0.11,0.14,0.43,1.04,2.59,3.86,4.60,4.75
03/25/2010,0.12,0.14,0.44,1.10,2.65,3.91,4.63,4.77
03/24/2010,0.12,0.14,0.44,1.08,2.62,3.84,4.56,4.72
03/23/2010,0.11,0.14,0.40,1.02,2.44,3.69,4.43,4.60
03/22/2010,0.13,0.15,0.41,1.01,2.43,3.67,4.41,4.57
03/19/2010,0.13,0.16,0.42,1.02,2.48,3.70,4.41,4.58
03/18/2010,0.14,0.16,0.41,0.98,2.44,3.68,4.43,4.59
03/17/2010,0.13,0.15,0.41,0.95,2.38,3.65,4.41,4.56
03/16/2010,0.14,0.16,0.41,0.93,2.37,3.66,4.43,4.59
03/15/2010,0.12,0.17,0.40,0.96,2.42,3.71,4.48,4.63
03/12/2010,0.10,0.15,0.41,0.97,2.42,3.71,4.47,4.62
03/11/2010,0.12,0.16,0.40,0.97,2.43,3.73,4.51,4.66
03/10/2010,0.12,0.15,0.39,0.92,2.39,3.73,4.53,4.69
03/09/2010,0.12,0.16,0.37,0.89,2.34,3.71,4.53,4.68
03/08/2010,0.11,0.16,0.39,0.90,2.36,3.72,4.52,4.68
03/05/2010,0.11,0.15,0.38,0.91,2.35,3.69,4.49,4.64
03/04/2010,0.09,0.14,0.35,0.86,2.28,3.61,4.40,4.56
03/03/2010,0.09,0.14,0.33,0.82,2.27,3.63,4.43,4.58
03/02/2010,0.09,0.14,0.32,0.80,2.27,3.62,4.42,4.57
03/01/2010,0.09,0.13,0.32,0.80,2.28,3.61,4.41,4.56
02/26/2010,0.09,0.13,0.32,0.81,2.30,3.61,4.40,4.55
02/25/2010,0.09,0.13,0.32,0.82,2.33,3.64,4.44,4.58
02/24/2010,0.08,0.12,0.34,0.87,2.40,3.70,4.49,4.63
02/23/2010,0.08,0.12,0.36,0.87,2.37,3.69,4.49,4.63
02/22/2010,0.06,0.11,0.37,0.91,2.47,3.80,4.60,4.73
02/19/2010,0.06,0.11,0.39,0.95,2.48,3.78,4.58,4.71
02/18/2010,0.07,0.10,0.37,0.90,2.46,3.79,4.61,4.74
02/17/2010,0.07,0.10,0.35,0.87,2.40,3.74,4.56,4.70
02/16/2010,0.04,0.10,0.34,0.82,2.32,3.66,4.49,4.63
02/12/2010,0.04,0.10,0.35,0.84,2.35,3.69,4.52,4.66
02/11/2010,0.05,0.11,0.38,0.91,2.39,3.73,4.54,4.69
02/10/2010,0.06,0.11,0.38,0.91,2.39,3.72,4.51,4.65
02/09/2010,0.05,0.12,0.34,0.84,2.32,3.67,4.44,4.58
02/08/2010,0.04,0.12,0.32,0.79,2.26,3.62,4.38,4.52
02/05/2010,0.03,0.10,0.31,0.77,2.23,3.59,4.36,4.51
02/04/2010,0.04,0.09,0.32,0.80,2.29,3.62,4.39,4.53
02/03/2010,0.05,0.10,0.35,0.88,2.40,3.73,4.49,4.62
02/02/2010,0.04,0.10,0.33,0.86,2.37,3.67,4.42,4.55
02/01/2010,0.05,0.10,0.33,0.86,2.38,3.68,4.43,4.56
01/29/2010,0.02,0.08,0.30,0.82,2.34,3.63,4.38,4.51
01/28/2010,0.01,0.08,0.31,0.87,2.41,3.68,4.44,4.57
01/27/2010,0.01,0.08,0.33,0.90,2.43,3.66,4.42,4.55
01/26/2010,0.02,0.07,0.32,0.87,2.38,3.65,4.43,4.56
01/25/2010,0.02,0.06,0.30,0.86,2.39,3.66,4.42,4.55
01/22/2010,0.02,0.06,0.30,0.84,2.37,3.62,4.38,4.50
01/21/2010,0.02,0.06,0.31,0.87,2.38,3.62,4.38,4.50
01/20/2010,0.03,0.05,0.31,0.92,2.45,3.68,4.43,4.54
01/19/2010,0.03,0.06,0.33,0.93,2.48,3.73,4.49,4.60
01/15/2010,0.03,0.06,0.33,0.89,2.44,3.70,4.48,4.58
01/14/2010,0.02,0.05,0.34,0.94,2.51,3.76,4.52,4.63
01/13/2010,0.02,0.06,0.37,0.97,2.55,3.80,4.60,4.71
01/12/2010,0.02,0.05,0.34,0.92,2.49,3.74,4.52,4.62
01/11/2010,0.01,0.04,0.35,0.95,2.58,3.85,4.64,4.74
01/08/2010,0.02,0.05,0.37,0.96,2.57,3.83,4.61,4.70
01/07/2010,0.02,0.05,0.40,1.03,2.62,3.85,4.62,4.69
01/06/2010,0.03,0.06,0.40,1.01,2.60,3.85,4.63,4.70
01/05/2010,0.03,0.07,0.41,1.01,2.56,3.77,4.54,4.59
01/04/2010,0.05,0.08,0.45,1.09,2.65,3.85,4.60,4.65
12/31/2009,0.04,0.06,0.47,1.14,2.69,3.85,4.58,4.63
12/30/2009,0.02,0.05,0.45,1.08,2.61,3.80,4.54,4.61
12/29/2009,0.02,0.10,0.47,1.09,2.62,3.82,4.57,4.64
12/28/2009,0.03,0.11,0.47,1.09,2.62,3.85,4.61,4.69
12/24/2009,0.02,0.05,0.43,1.00,2.57,3.82,4.60,4.68
12/23/2009,0.01,0.07,0.41,0.96,2.51,3.77,4.54,4.61
12/22/2009,0.01,0.08,0.41,0.95,2.49,3.76,4.52,4.60
12/21/2009,0.01,0.08,0.40,0.89,2.43,3.69,4.47,4.56
12/18/2009,0.01,0.05,0.36,0.82,2.30,3.55,4.36,4.46
12/17/2009,0.01,0.04,0.35,0.77,2.24,3.50,4.31,4.42
12/16/2009,0.02,0.04,0.38,0.85,2.35,3.61,4.42,4.52
12/15/2009,0.02,0.05,0.41,0.88,2.35,3.60,4.42,4.52
12/14/2009,0.02,0.04,0.37,0.87,2.30,3.56,4.39,4.49
12/11/2009,0.01,0.03,0.35,0.83,2.26,3.55,4.39,4.49
12/10/2009,0.01,0.02,0.32,0.78,2.19,3.49,4.37,4.50
12/09/2009,0.01,0.03,0.31,0.76,2.15,3.45,4.31,4.41
12/08/2009,0.02,0.03,0.29,0.73,2.12,3.40,4.28,4.39
12/07/2009,0.07,0.04,0.32,0.78,2.19,3.44,4.29,4.40
12/04/2009,0.08,0.06,0.36,0.84,2.24,3.48,4.31,4.40
12/03/2009,0.09,0.06,0.30,0.74,2.14,3.39,4.23,4.33
12/02/2009,0.08,0.05,0.28,0.72,2.09,3.32,4.14,4.26
12/01/2009,0.09,0.06,0.26,0.67,2.03,3.28,4.14,4.26
11/30/2009,0.08,0.06,0.27,0.67,2.01,3.21,4.07,4.20
11/27/2009,0.06,0.03,0.26,0.68,2.03,3.21,4.07,4.21
11/25/2009,0.07,0.05,0.26,0.73,2.11,3.28,4.12,4.23
11/24/2009,0.06,0.05,0.28,0.73,2.15,3.32,4.16,4.25
11/23/2009,0.05,0.05,0.29,0.77,2.20,3.37,4.20,4.29
11/20/2009,0.04,0.02,0.27,0.75,2.20,3.36,4.20,4.30
11/19/2009,0.03,0.02,0.27,0.73,2.18,3.35,4.19,4.29
11/18/2009,0.04,0.04,0.29,0.77,2.21,3.36,4.21,4.29
11/17/2009,0.05,0.06,0.32,0.78,2.19,3.33,4.17,4.26
11/16/2009,0.05,0.07,0.31,0.78,2.19,3.33,4.18,4.26
11/13/2009,0.05,0.06,0.32,0.82,2.28,3.43,4.29,4.36
11/12/2009,0.06,0.07,0.32,0.82,2.28,3.45,4.33,4.41
11/10/2009,0.06,0.07,0.33,0.85,2.31,3.50,4.36,4.41
11/09/2009,0.06,0.07,0.34,0.87,2.31,3.52,4.34,4.40
11/06/2009,0.06,0.06,0.34,0.86,2.30,3.54,4.35,4.40
11/05/2009,0.06,0.04,0.36,0.90,2.35,3.57,4.36,4.41
11/04/2009,0.05,0.05,0.36,0.91,2.39,3.57,4.36,4.41
11/03/2009,0.04,0.06,0.38,0.92,2.36,3.50,4.29,4.34
11/02/2009,0.03,0.06,0.38,0.92,2.33,3.45,4.22,4.26
10/30/2009,0.01,0.05,0.37,0.90,2.31,3.41,4.19,4.23
10/29/2009,0.02,0.06,0.40,0.98,2.44,3.53,4.31,4.35
10/28/2009,0.04,0.07,0.39,0.95,2.37,3.44,4.22,4.25
10/27/2009,0.05,0.08,0.39,0.99,2.41,3.49,4.26,4.29
10/26/2009,0.04,0.08,0.41,1.06,2.53,3.59,4.35,4.37
10/23/2009,0.02,0.07,0.40,1.04,2.46,3.51,4.27,4.29
10/22/2009,0.02,0.06,0.38,0.97,2.39,3.44,4.22,4.24
10/21/2009,0.05,0.07,0.40,1.00,2.38,3.42,4.20,4.22
10/20/2009,0.05,0.08,0.39,0.95,2.30,3.35,4.14,4.16
10/19/2009,0.06,0.08,0.38,0.99,2.36,3.41,4.19,4.21
10/16/2009,0.06,0.07,0.36,0.97,2.37,3.43,4.22,4.24
10/15/2009,0.06,0.07,0.36,0.97,2.41,3.49,4.29,4.31
10/14/2009,0.05,0.07,0.35,0.96,2.36,3.45,4.26,4.28
10/13/2009,0.04,0.07,0.35,0.91,2.28,3.34,4.14,4.16
10/09/2009,0.04,0.07,0.38,0.98,2.36,3.40,4.20,4.22
10/08/2009,0.03,0.06,0.35,0.90,2.22,3.27,4.05,4.09
10/07/2009,0.06,0.09,0.34,0.87,2.16,3.21,3.96,3.99
10/06/2009,0.05,0.08,0.37,0.91,2.25,3.27,4.03,4.07
10/05/2009,0.04,0.08,0.36,0.88,2.21,3.24,3.98,4.01
10/02/2009,0.04,0.10,0.37,0.88,2.22,3.24,3.98,4.01
10/01/2009,0.03,0.10,0.37,0.87,2.20,3.21,3.95,3.97
09/30/2009,0.06,0.14,0.40,0.95,2.31,3.31,4.02,4.03
09/29/2009,0.07,0.13,0.41,1.00,2.34,3.31,4.02,4.03
09/28/2009,0.03,0.11,0.40,0.98,2.33,3.31,4.02,4.04
09/25/2009,0.03,0.10,0.41,0.98,2.36,3.34,4.07,4.10
09/24/2009,0.03,0.10,0.39,0.93,2.37,3.40,4.14,4.17
09/23/2009,0.05,0.11,0.41,0.96,2.40,3.44,4.18,4.21
09/22/2009,0.05,0.11,0.42,1.02,2.45,3.46,4.18,4.20
09/21/2009,0.05,0.11,0.40,1.02,2.47,3.49,4.20,4.23
09/18/2009,0.03,0.08,0.41,1.03,2.49,3.49,4.20,4.24
09/17/2009,0.03,0.10,0.40,0.98,2.41,3.42,4.14,4.19
09/16/2009,0.03,0.10,0.38,1.01,2.46,3.48,4.22,4.26
09/15/2009,0.05,0.13,0.39,0.96,2.41,3.47,4.21,4.27
09/14/2009,0.08,0.14,0.40,0.94,2.37,3.42,4.16,4.22
09/11/2009,0.08,0.14,0.39,0.90,2.29,3.34,4.10,4.18
09/10/2009,0.08,0.14,0.40,0.90,2.29,3.36,4.11,4.19
09/09/2009,0.09,0.14,0.40,0.93,2.38,3.48,4.26,4.33
09/08/2009,0.10,0.14,0.41,0.93,2.38,3.47,4.24,4.31
09/04/2009,0.09,0.14,0.42,0.94,2.36,3.45,4.21,4.27
09/03/2009,0.09,0.15,0.42,0.91,2.29,3.33,4.09,4.15
09/02/2009,0.09,0.14,0.41,0.89,2.26,3.29,4.04,4.09
09/01/2009,0.08,0.14,0.43,0.92,2.33,3.38,4.14,4.19
08/31/2009,0.11,0.15,0.43,0.97,2.39,3.40,4.14,4.18
08/28/2009,0.11,0.15,0.44,1.01,2.46,3.46,4.17,4.21
08/27/2009,0.11,0.15,0.46,1.04,2.48,3.47,4.19,4.23
08/26/2009,0.11,0.15,0.45,1.06,2.46,3.44,4.15,4.20
08/25/2009,0.12,0.17,0.47,1.05,2.48,3.45,4.17,4.22
08/24/2009,0.11,0.17,0.44,1.05,2.50,3.48,4.22,4.27
08/21/2009,0.11,0.17,0.45,1.13,2.58,3.56,4.32,4.36
08/20/2009,0.11,0.17,0.42,1.03,2.43,3.42,4.18,4.24
08/19/2009,0.10,0.17,0.43,1.01,2.43,3.45,4.23,4.28
08/18/2009,0.14,0.18,0.43,1.06,2.48,3.51,4.29,4.35
08/17/2009,0.11,0.18,0.45,1.04,2.43,3.48,4.26,4.33
08/14/2009,0.10,0.18,0.44,1.07,2.51,3.55,4.33,4.41
08/13/2009,0.10,0.17,0.45,1.12,2.58,3.59,4.37,4.44
08/12/2009,0.14,0.17,0.47,1.18,2.70,3.72,4.49,4.53
08/11/2009,0.14,0.18,0.48,1.21,2.69,3.71,4.40,4.44
08/10/2009,0.15,0.19,0.49,1.24,2.75,3.80,4.49,4.52
08/07/2009,0.14,0.19,0.52,1.32,2.84,3.89,4.59,4.61
08/06/2009,0.15,0.17,0.48,1.22,2.73,3.79,4.51,4.53
08/05/2009,0.15,0.18,0.49,1.23,2.73,3.80,4.54,4.57
08/04/2009,0.15,0.18,0.47,1.20,2.68,3.70,4.44,4.45
08/03/2009,0.15,0.19,0.48,1.18,2.66,3.66,4.40,4.42
07/31/2009,0.14,0.18,0.48,1.13,2.53,3.52,4.29,4.31
07/30/2009,0.14,0.18,0.48,1.19,2.66,3.67,4.44,4.44
07/29/2009,0.14,0.19,0.50,1.17,2.69,3.69,4.49,4.50
07/28/2009,0.14,0.19,0.49,1.12,2.63,3.72,4.54,4.56
07/27/2009,0.15,0.19,0.49,1.08,2.63,3.75,4.60,4.62
07/24/2009,0.15,0.18,0.47,1.05,2.57,3.70,4.53,4.55
07/23/2009,0.15,0.19,0.49,1.08,2.60,3.72,4.55,4.58
07/22/2009,0.15,0.19,0.47,0.98,2.43,3.58,4.42,4.45
07/21/2009,0.16,0.19,0.46,0.96,2.36,3.50,4.35,4.38
07/20/2009,0.15,0.19,0.47,0.99,2.46,3.61,4.45,4.47
07/17/2009,0.15,0.17,0.48,1.02,2.52,3.67,4.51,4.53
07/16/2009,0.15,0.19,0.47,1.00,2.46,3.59,4.43,4.45
07/15/2009,0.11,0.18,0.50,1.03,2.52,3.63,4.46,4.48
07/14/2009,0.15,0.18,0.47,0.97,2.37,3.50,4.35,4.38
07/13/2009,0.15,0.18,0.47,0.92,2.27,3.38,4.21,4.25
07/10/2009,0.15,0.18,0.45,0.91,2.22,3.32,4.16,4.20
07/09/2009,0.16,0.19,0.47,0.94,2.33,3.44,4.26,4.31
07/08/2009,0.15,0.18,0.45,0.91,2.23,3.33,4.13,4.17
07/07/2009,0.16,0.19,0.46,0.98,2.36,3.47,4.25,4.31
07/06/2009,0.15,0.19,0.48,0.96,2.40,3.52,4.29,4.35
07/02/2009,0.15,0.17,0.49,0.98,2.43,3.51,4.28,4.32
07/01/2009,0.13,0.17,0.54,1.05,2.51,3.55,4.32,4.34
06/30/2009,0.17,0.19,0.56,1.11,2.54,3.53,4.30,4.32
06/29/2009,0.11,0.20,0.51,1.11,2.53,3.51,4.29,4.31
06/26/2009,0.07,0.20,0.45,1.10,2.53,3.52,4.28,4.30
06/25/2009,0.07,0.18,0.47,1.12,2.58,3.55,4.31,4.33
06/24/2009,0.10,0.19,0.50,1.19,2.74,3.72,4.43,4.44
06/23/2009,0.15,0.20,0.50,1.14,2.71,3.65,4.36,4.37
06/22/2009,0.12,0.20,0.50,1.17,2.75,3.72,4.45,4.45
06/19/2009,0.10,0.19,0.51,1.25,2.82,3.79,4.54,4.52
06/18/2009,0.12,0.18,0.52,1.28,2.86,3.86,4.62,4.63
06/17/2009,0.11,0.17,0.50,1.19,2.69,3.68,4.47,4.50
06/16/2009,0.09,0.17,0.51,1.23,2.70,3.67,4.47,4.48
06/15/2009,0.08,0.17,0.51,1.26,2.75,3.76,4.58,4.61
06/12/2009,0.08,0.19,0.52,1.30,2.81,3.81,4.63,4.65
06/11/2009,0.09,0.19,0.53,1.35,2.87,3.88,4.67,4.69
06/10/2009,0.11,0.18,0.55,1.38,2.93,3.98,4.75,4.76
06/09/2009,0.09,0.19,0.56,1.33,2.86,3.86,4.65,4.64
06/08/2009,0.08,0.19,0.62,1.42,2.95,3.91,4.66,4.65
06/05/2009,0.08,0.20,0.62,1.32,2.85,3.84,4.64,4.63
06/04/2009,0.08,0.14,0.47,0.96,2.56,3.72,4.58,4.58
06/03/2009,0.08,0.14,0.45,0.91,2.43,3.56,4.44,4.45
06/02/2009,0.06,0.14,0.46,0.96,2.52,3.65,4.51,4.50
06/01/2009,0.13,0.13,0.48,0.97,2.55,3.71,4.56,4.55
05/29/2009,0.14,0.14,0.47,0.92,2.34,3.47,4.34,4.34
05/28/2009,0.14,0.15,0.48,0.97,2.46,3.67,4.52,4.54
05/27/2009,0.18,0.17,0.49,0.96,2.43,3.71,4.58,4.59
05/26/2009,0.13,0.18,0.50,0.96,2.30,3.50,4.42,4.45
05/22/2009,0.13,0.18,0.49,0.92,2.23,3.45,4.36,4.38
05/21/2009,0.13,0.19,0.45,0.89,2.16,3.35,4.27,4.30
05/20/2009,0.18,0.18,0.44,0.87,2.05,3.19,4.11,4.14
05/19/2009,0.14,0.18,0.48,0.91,2.12,3.25,4.19,4.21
05/18/2009,0.12,0.19,0.50,0.93,2.09,3.22,4.16,4.18
05/15/2009,0.11,0.17,0.50,0.88,2.01,3.14,4.07,4.09
05/14/2009,0.10,0.16,0.50,0.87,1.98,3.10,4.04,4.06
05/13/2009,0.15,0.17,0.52,0.89,1.98,3.11,4.06,4.09
05/12/2009,0.16,0.19,0.54,0.90,2.02,3.17,4.13,4.16
05/11/2009,0.16,0.19,0.53,0.92,2.04,3.17,4.15,4.18
05/08/2009,0.15,0.19,0.55,1.00,2.15,3.29,4.25,4.28
05/07/2009,0.15,0.18,0.54,1.00,2.15,3.29,4.26,4.25
05/06/2009,0.14,0.19,0.51,0.96,2.06,3.18,4.12,4.09
05/05/2009,0.14,0.19,0.53,0.98,2.05,3.20,4.11,4.06
05/04/2009,0.14,0.19,0.52,0.94,2.03,3.19,4.11,4.06
05/01/2009,0.06,0.16,0.49,0.92,2.03,3.21,4.14,4.09
04/30/2009,0.04,0.14,0.49,0.91,2.02,3.16,4.10,4.05
04/29/2009,0.04,0.11,0.50,0.94,2.01,3.12,4.07,4.01
04/28/2009,0.05,0.13,0.52,0.95,1.97,3.05,4.03,3.97
04/27/2009,0.07,0.13,0.49,0.90,1.87,2.95,3.92,3.84
04/24/2009,0.07,0.10,0.50,0.99,1.96,3.03,3.99,3.89
04/23/2009,0.08,0.10,0.49,0.97,1.89,2.96,3.90,3.80
04/22/2009,0.08,0.14,0.52,1.00,1.92,2.98,3.93,3.82
04/21/2009,0.07,0.15,0.53,0.96,1.87,2.94,3.86,3.74
04/20/2009,0.04,0.14,0.54,0.93,1.82,2.88,3.80,3.69
04/17/2009,0.04,0.14,0.57,0.99,1.91,2.98,3.91,3.79
04/16/2009,0.02,0.13,0.54,0.91,1.79,2.86,3.81,3.72
04/15/2009,0.07,0.15,0.54,0.86,1.71,2.82,3.75,3.66
04/14/2009,0.09,0.17,0.54,0.86,1.71,2.80,3.73,3.64
04/13/2009,0.12,0.18,0.57,0.89,1.81,2.88,3.78,3.69
04/09/2009,0.13,0.18,0.60,0.96,1.90,2.96,3.85,3.76
04/08/2009,0.15,0.18,0.59,0.93,1.83,2.86,3.74,3.66
04/07/2009,0.17,0.20,0.60,0.91,1.87,2.93,3.79,3.72
04/06/2009,0.16,0.20,0.60,0.94,1.90,2.95,3.82,3.73
04/03/2009,0.16,0.21,0.60,0.96,1.87,2.91,3.77,3.70
04/02/2009,0.17,0.22,0.59,0.88,1.74,2.77,3.63,3.57
04/01/2009,0.18,0.22,0.58,0.83,1.65,2.68,3.54,3.51
03/31/2009,0.17,0.21,0.57,0.81,1.67,2.71,3.61,3.56
03/30/2009,0.05,0.18,0.58,0.84,1.72,2.73,3.64,3.60
03/27/2009,0.03,0.14,0.58,0.90,1.79,2.78,3.66,3.62
03/26/2009,0.02,0.15,0.57,0.90,1.80,2.76,3.69,3.66
03/25/2009,0.03,0.19,0.60,0.96,1.84,2.81,3.76,3.73
03/24/2009,0.05,0.21,0.62,0.93,1.70,2.68,3.64,3.60
03/23/2009,0.10,0.22,0.60,0.93,1.69,2.68,3.70,3.69
